,discriminator,Generator
18152,0.1747256219387054,10.797319
18153,0.3085716664791107,8.891674
18154,0.3154220581054687,12.799262
18155,0.1363832056522369,10.921167
18156,0.053552359342575,12.052126
18157,0.0716680064797401,10.172077
18158,0.0198709685355424,11.359669
18159,0.0425924956798553,10.276006
18160,0.0366048030555248,12.659675
18161,0.3103328347206116,12.47312
18162,0.0704748034477233,12.868071
18163,0.4375835061073303,12.04824
18164,0.0772355124354362,9.290958
18165,0.1549768596887588,10.553491
18166,0.3972152471542358,13.62379
18167,0.5351089835166931,11.587774
18168,0.3091174960136413,8.399435
18169,0.4257898032665252,12.599491
18170,0.0788916125893592,14.576958
18171,0.4751575887203216,8.2412405
18172,0.1789734959602356,9.474572
18173,0.0124922879040241,12.812351
18174,0.1347104907035827,10.590366
18175,0.0496822670102119,11.824123
18176,0.0914507061243057,10.485216
18177,0.1624494194984436,11.124485
18178,0.0434644930064678,13.458903
18179,0.0991878658533096,11.498001
18180,0.0227477122098207,15.956085
18181,0.064949057996273,12.962872
18182,0.1525495648384094,9.797921
18183,0.187394693493843,9.554989
18184,0.0254706088453531,11.477667
18185,0.0632127970457077,12.600667
18186,0.1130952686071395,9.398619
18187,0.0338633805513381,12.002143
18188,0.0228993855416774,12.423004
18189,0.0663185343146324,10.252165
18190,0.0887795537710189,9.183414
18191,0.0129155861213803,12.402178
18192,0.076173648238182,10.690963
18193,0.0428019352257251,10.866114
18194,0.2297736704349517,8.906244
18195,0.0827433168888092,9.687706
18196,0.1981271356344223,11.331433
18197,0.1337176859378814,11.268345
18198,0.3518306314945221,8.364151
18199,0.4513448178768158,11.627768
18200,0.1644680947065353,10.908745
18201,0.2719256281852722,8.189003
18202,0.476401150226593,12.615467
18203,0.1100849211215972,10.918943
18204,0.0990204215049743,9.851578
18205,0.0355481766164302,10.596013
18206,0.0914981514215469,9.23808
18207,0.2943987846374511,10.410751
18208,0.0955505818128585,11.790243
18209,0.0549028925597667,11.114964
18210,0.0146380867809057,10.578417
18211,0.0266894809901714,10.1161375
18212,0.0792682319879531,9.939657
18213,0.0789765194058418,9.490303
18214,0.0211699195206165,10.825199
18215,0.0180109217762947,12.098928
18216,0.0297291092574596,10.385726
18217,0.0142800603061914,11.8706455
18218,0.0867286771535873,9.500447
18219,0.058873601257801,11.818348
18220,0.0054715289734303,11.554974
18221,0.0162960942834615,10.286967
18222,0.0632251948118209,10.812515
18223,0.0385751388967037,10.874438
18224,0.0353079512715339,13.063441
18225,0.0535695888102054,10.019395
18226,0.0557682625949382,11.591242
18227,0.0605800487101078,11.574097
18228,0.0694916769862175,11.600752
18229,0.0881966948509216,11.214305
18230,0.1913806349039077,10.424304
18231,0.3953516185283661,13.366829
18232,0.7929726243019104,11.701181
18233,0.2106953561305999,9.850166
18234,0.1237678080797195,10.295254
18235,0.3462888598442077,13.607102
18236,0.208344429731369,11.450556
18237,0.1338014006614685,8.703753
18238,0.4507651329040527,11.916483
18239,0.2778309881687164,12.026268
18240,0.193811148405075,12.239036
18241,0.030548833310604,11.795773
18242,0.6786378622055054,7.6578927
18243,0.7429859042167664,13.178115
18244,0.0958207845687866,13.541277
18245,0.5908209681510925,7.235687
18246,0.7051727771759033,14.564134
18247,0.1047423779964447,11.866644
18248,0.4001699984073639,8.931263
18249,0.6480150818824768,12.822903
18250,0.2250566929578781,9.818329
18251,0.2110957205295562,9.774562
18252,0.2083907127380371,10.756846
18253,0.1691738814115524,10.579153
18254,0.0934777110815048,12.9031925
18255,0.0568205527961254,12.448714
18256,0.0460056401789188,13.921407
18257,0.0448233559727668,11.567436
18258,0.0352958366274833,11.384369
18259,0.1579453498125076,11.65347
18260,0.2878186106681824,9.947875
18261,0.198070615530014,11.254957
18262,0.1165186762809753,12.053305
18263,0.0538941472768783,9.992481
18264,0.0629142969846725,10.075813
18265,0.0706868171691894,11.075138
18266,0.0947810113430023,12.344417
18267,0.0274017117917537,12.460363
18268,0.0615522563457489,10.988396
18269,0.0847577676177024,12.287382
18270,0.0967460721731185,12.067762
18271,0.1318758726119995,9.945474
18272,0.1082123667001724,10.368042
18273,0.0443153753876686,11.285213
18274,0.1222309619188308,10.977932
18275,0.026072334498167,14.07119
18276,0.1295728236436844,9.114632
18277,0.0859831124544143,10.753121
18278,0.0442142710089683,9.949703
18279,0.0366876982152462,10.810987
18280,0.089343748986721,10.998552
18281,0.033324796706438,12.1220255
18282,0.1433736979961395,11.63452
18283,0.1594225764274597,10.436527
18284,0.1455745697021484,9.749114
18285,0.133914902806282,11.42156
18286,0.023640276864171,9.585162
18287,0.0271608605980873,10.352718
18288,0.1649825274944305,11.706996
18289,0.2970373630523681,9.254512
18290,0.0239581391215324,9.43662
18291,0.0815922170877456,11.663078
18292,0.0776964351534843,10.3288
18293,0.0888293758034706,10.096243
18294,0.0247441623359918,10.423105
18295,0.0509263128042221,10.856317
18296,0.0383046753704547,12.285324
18297,0.1126997917890548,8.563925
18298,0.0253299195319414,10.58989
18299,0.0436032488942146,10.582937
18300,0.1449614465236663,11.595907
18301,0.0306979473680257,11.693509
18302,0.1560889184474945,10.835321
18303,0.3738191723823547,11.562233
18304,0.4530720114707947,10.773811
18305,0.56910240650177,9.366224
18306,0.6250964999198914,12.812695
18307,0.169087141752243,10.536965
18308,0.3677870333194732,10.878872
18309,0.2216062843799591,9.551514
18310,0.2217107117176056,12.130127
18311,0.3091373145580292,8.877319
18312,0.0045907627791166,12.226392
18313,0.0548968985676765,10.519246
18314,0.0811866372823715,9.887989
18315,0.0668042749166488,10.281271
18316,0.092654675245285,10.931354
18317,0.0218298994004726,11.248211
18318,0.2591077387332916,12.638858
18319,0.4395620822906494,8.865234
18320,0.117482952773571,9.56419
18321,0.0408875048160553,11.06083
18322,0.1439980864524841,11.532553
18323,0.3250659704208374,10.493656
18324,0.1554984450340271,10.933723
18325,0.0910003408789634,10.819714
18326,0.1327393800020218,12.372936
18327,0.0419688522815704,10.525256
18328,0.0265405178070068,11.162537
18329,0.5643000602722168,14.308382
18330,0.7702126502990723,12.524275
18331,0.2609753906726837,8.110556
18332,0.5381830930709839,11.51109
18333,0.263238251209259,10.496742
18334,0.1516679376363754,12.304466
18335,0.2092490196228027,8.784195
18336,0.0883874297142028,9.4265
18337,0.0215169209986925,11.917643
18338,0.0814823806285858,11.274559
18339,0.1398309469223022,11.576652
18340,0.1288244426250457,9.911446
18341,0.0434366166591644,10.675928
18342,0.1963158547878265,10.941655
18343,0.0573470667004585,12.472783
18344,0.2958292365074157,9.06046
18345,0.1661862730979919,9.114759
18346,0.1695808470249176,10.944754
18347,0.0906702280044555,11.202518
18348,0.0518952347338199,10.8782625
18349,0.152334451675415,8.640445
18350,0.0813904851675033,9.790353
18351,0.341500848531723,12.097324
18352,0.1026224792003631,12.059185
18353,0.0890877619385719,12.363881
18354,0.1943130940198898,10.519278
18355,0.0653048306703567,10.154043
18356,0.0046126530505716,12.5837
18357,0.0361028909683227,11.8120575
18358,0.2354587614536285,12.616079
18359,0.0663901045918464,13.138552
18360,0.0316612981259822,11.549425
18361,0.0200420655310153,12.030127
18362,0.0600742846727371,10.8398
18363,0.0155508518218994,12.61123
18364,0.3178867101669311,12.629231
18365,1.028235912322998,7.675775
18366,0.2159834951162338,8.839743
18367,0.4114788472652435,12.929628
18368,0.5322786569595337,9.254492
18369,0.0732998549938201,10.059708
18370,0.3877528607845306,11.96349
18371,0.182797685265541,12.055887
18372,0.0410478264093399,11.064601
18373,0.1620688885450363,10.272757
18374,0.0349255092442035,11.856689
18375,0.0151411592960357,13.271157
18376,0.1000709533691406,10.558831
18377,0.0526246167719364,11.690292
18378,0.0619074814021587,9.836613
18379,0.0408985614776611,10.005064
18380,0.1147406548261642,10.149787
18381,0.0858243927359581,11.962435
18382,0.0811240226030349,10.417431
18383,0.1082173809409141,10.89584
18384,0.6589184403419495,14.162649
18385,0.9465327858924866,10.420386
18386,0.0555608868598938,10.626623
18387,0.4441559314727783,13.900566
18388,0.615420937538147,8.840521
18389,0.3626011610031128,10.60631
18390,0.1303050816059112,11.490766
18391,0.2302657067775726,9.554047
18392,0.2069011628627777,9.190798
18393,0.0390420407056808,10.361534
18394,0.2162806093692779,9.288047
18395,0.5533666610717773,12.11655
18396,0.5776138305664062,9.304671
18397,0.0591045022010803,9.252722
18398,0.4502350091934204,11.428242
18399,0.4077548682689667,10.429721
18400,0.1166641190648078,10.0440235
18401,0.1790386289358139,8.842074
18402,0.3714445531368255,10.621272
18403,0.5671821236610413,7.928912
18404,0.2587764263153076,8.913546
18405,0.3351085186004638,11.2346
18406,0.0577297396957874,12.9409485
18407,0.1259634792804718,9.485405
18408,0.2317090034484863,9.915298
18409,0.1482028514146804,8.344866
18410,0.3936497569084167,11.5037985
18411,0.1291014403104782,12.658674
18412,0.503450870513916,11.463594
18413,0.1612566411495208,7.4410043
18414,0.2959353327751159,11.969132
18415,0.1648103296756744,11.138862
18416,0.1215777695178985,12.322638
18417,0.1909740567207336,9.4036665
18418,0.0797490030527114,9.046545
18419,0.3625894784927368,12.689138
18420,0.1566408276557922,10.856149
18421,0.0653379186987876,10.848511
18422,0.1394916027784347,9.547674
18423,0.0099447825923562,10.857246
18424,0.2731314301490783,12.876931
18425,0.4677557051181793,10.747542
18426,0.2051884233951568,9.591853
18427,0.0249447636306285,12.010969
18428,0.195513904094696,9.319948
18429,0.1085885763168335,8.457916
18430,0.3623047173023224,12.831247
18431,0.1839622855186462,13.024847
18432,0.0525941513478755,12.005042
18433,0.1503835022449493,8.577814
18434,0.135566234588623,9.018977
18435,0.0350530967116355,12.020692
18436,0.0333156324923038,10.551712
18437,0.0615494437515735,10.437515
18438,0.033354565501213,11.844085
18439,0.108457513153553,10.015245
18440,0.0257090739905834,12.628696
18441,0.1894612610340118,9.654343
18442,0.0190029107034206,13.402345
18443,0.0074987108819186,12.494875
18444,0.0538452342152595,10.17132
18445,0.0506452023983001,11.297014
18446,0.0770352333784103,10.775417
18447,0.0353610478341579,10.657658
18448,0.0180606041103601,13.170439
18449,0.0383044369518756,10.79698
18450,0.1225919425487518,11.021193
18451,0.1860076934099197,11.656618
18452,0.0164142753928899,13.717046
18453,0.0301253423094749,11.023755
18454,0.0576809309422969,11.992588
18455,0.0783213973045349,9.909382
18456,0.0403583794832229,11.213211
18457,0.0206400211900472,10.761581
18458,0.0290593989193439,10.689232
18459,0.0239965710788965,10.483539
18460,0.0614950284361839,10.041917
18461,0.0133004747331142,13.240218
18462,0.0224578268826007,11.175032
18463,0.0154162626713514,13.133081
18464,0.0906278640031814,10.464796
18465,0.06935915350914,10.498615
18466,0.0600840970873832,11.468346
18467,0.0277196932584047,10.945762
18468,0.0744638666510582,11.827905
18469,0.0739436745643615,10.991093
18470,0.0111049599945545,13.883907
18471,0.0515054464340209,11.214279
18472,0.0275361072272062,10.662376
18473,0.0166568383574485,12.867924
18474,0.0290563479065895,12.464227
18475,0.3365971744060516,13.422718
18476,0.3641397356986999,10.859554
18477,0.2230104357004165,9.76465
18478,0.081893652677536,11.651188
18479,0.1329386234283447,11.635363
18480,0.1110293492674827,11.878664
18481,0.0331054329872131,12.539257
18482,0.0923115164041519,10.838102
18483,0.1739957928657531,10.914545
18484,0.0097869392484426,11.743584
18485,0.193724513053894,11.785632
18486,0.085487499833107,11.240728
18487,0.0613342933356761,10.557768
18488,0.0187164843082427,11.953568
18489,0.1824377477169037,10.158091
18490,0.3353399038314819,13.719326
18491,0.5684762597084045,10.099342
18492,0.6468186378479004,12.2241
18493,0.1831735223531723,12.038109
18494,0.1038924232125282,10.600103
18495,0.2239490747451782,10.230427
18496,0.1249812096357345,9.752954
18497,0.0380545556545257,11.282467
18498,0.1453202962875366,9.821123
18499,0.0566861405968666,11.087027
18500,0.0198926348239183,12.005961
18501,0.1099514812231063,10.122709
18502,0.1112723499536514,10.750626
18503,0.1530925780534744,9.267581
18504,0.0212340354919433,11.212623
18505,0.0388006865978241,9.947327
18506,0.0292255356907844,10.518364
18507,0.0408366695046424,10.9113655
18508,0.1858036518096923,9.933035
18509,0.0710499286651611,10.437041
18510,0.1356572955846786,10.5062065
18511,0.0190935023128986,10.760105
18512,0.1803645938634872,10.648698
18513,0.0833890065550804,11.463855
18514,0.396115779876709,14.178815
18515,0.0424467176198959,10.012503
18516,0.1277500391006469,10.979355
18517,0.4053997695446014,12.387079
18518,0.1068068742752075,16.770844
18519,0.1390524506568908,10.307892
18520,0.772549033164978,7.217018
18521,0.6355245113372803,11.273367
18522,0.1155317798256874,11.379152
18523,0.1079813465476036,11.452568
18524,0.0414742603898048,11.174353
18525,0.0756891444325447,11.270569
18526,0.3782744109630584,12.399169
18527,0.4004412293434143,10.903322
18528,0.1934464424848556,7.4504614
18529,0.4365517199039459,10.171105
18530,0.0509799793362617,11.401213
18531,0.2174232006072998,11.135893
18532,0.0434783846139907,10.036552
18533,0.1550025790929794,9.231617
18534,0.2263826429843902,9.547346
18535,0.0653842613101005,10.110303
18536,0.291145771741867,11.143515
18537,0.2873225808143616,11.269705
18538,0.0503200814127922,10.253466
18539,0.2156369686126709,9.813339
18540,0.0790774375200271,11.153179
18541,0.0176237802952528,11.298239
18542,0.0481616407632827,11.519989
18543,0.1077022925019264,8.961028
18544,0.0327477157115936,12.455145
18545,0.0142800863832235,11.86027
18546,0.1267466247081756,10.595383
18547,0.0136449448764324,13.161644
18548,0.0986823439598083,10.301929
18549,0.0402393415570259,10.813618
18550,0.0670665949583053,10.334027
18551,0.0214675404131412,11.029681
18552,0.0250709578394889,11.880633
18553,0.1044643893837928,10.559223
18554,0.0496062934398651,10.682507
18555,0.0199303086847066,11.513758
18556,0.0114466715604066,14.103221
18557,0.1330518126487732,9.986232
18558,0.0595589876174926,10.013706
18559,0.0622693300247192,10.990517
18560,0.008230660110712,12.698521
18561,0.0018222474027425,13.7866955
18562,0.0446961745619773,10.073064
18563,0.0434884876012802,10.466493
18564,0.1557453721761703,11.620707
18565,0.0186121314764022,12.512411
18566,0.0502842515707016,13.066566
18567,0.0779559761285781,10.642465
18568,0.070441834628582,10.131669
18569,0.0387722589075565,10.747279
18570,0.2099403887987136,9.563446
18571,0.0393127016723156,11.0899315
18572,0.0350757054984569,10.92639
18573,0.1858523339033126,12.545223
18574,0.0564166121184825,15.179341
18575,0.1425686925649643,10.609619
18576,0.0442865565419197,13.908817
18577,0.0637694746255874,11.061922
18578,0.0137490136548876,10.774809
18579,0.0990691855549812,11.326714
18580,0.0055520627647638,13.491067
18581,0.0752888545393943,11.086404
18582,0.0085220411419868,14.120316
18583,0.0567881613969802,9.738333
18584,0.0616130232810974,10.292191
18585,0.0347252450883388,12.346115
18586,0.0981707721948623,12.406563
18587,0.0175974015146493,16.214237
18588,0.1365631371736526,11.826252
18589,0.0309320874512195,12.19443
18590,0.0675962790846824,10.765231
18591,0.0338556207716465,11.247755
18592,0.1605605334043502,13.306862
18593,0.0230542868375778,11.938215
18594,0.0668423473834991,10.827012
18595,0.0857151374220848,12.197977
18596,0.018624261021614,11.335915
18597,0.0236025191843509,11.599823
18598,0.0174324214458465,12.440886
18599,0.1714878529310226,13.65401
18600,0.6634910106658936,10.870557
18601,0.0509938150644302,8.521434
18602,1.411270260810852,15.595044
18603,2.7155117988586426,7.9533534
18604,0.517177939414978,11.5162525
18605,1.0037248134613037,9.261444
18606,1.2451424598693848,11.9894085
18607,0.8593522906303406,9.120502
18608,0.3108634948730469,11.527166
18609,0.2921022772789001,10.045212
18610,0.3678526580333709,9.537109
18611,0.322711169719696,11.774309
18612,0.5396088361740112,8.263852
18613,0.352864921092987,13.615555
18614,0.0868267491459846,12.83422
18615,0.1379275321960449,9.619401
18616,0.3556658327579498,13.706538
18617,0.4522061049938202,11.136839
18618,0.1908071786165237,10.130297
18619,0.1494209468364715,8.772853
18620,0.2079352140426635,10.487541
18621,0.1234446167945861,10.871386
18622,0.0398699268698692,12.036367
18623,0.0551415346562862,12.807399
18624,0.1358712762594223,9.247807
18625,0.1297487020492553,10.089699
18626,0.0815226137638092,11.199713
18627,0.0308484435081481,11.542765
18628,0.2064777314662933,9.606761
18629,0.1282355338335037,15.062319
18630,0.0841615423560142,10.87367
18631,0.0248724911361932,10.656396
18632,0.345030277967453,14.959976
18633,1.607235312461853,12.318993
18634,0.0301183462142944,8.66948
18635,0.3303455412387848,12.20705
18636,0.3967780172824859,12.017461
18637,0.6349214315414429,10.097719
18638,0.401978462934494,12.725622
18639,0.1543103903532028,11.5050125
18640,0.5397070646286011,12.495825
18641,0.0630445927381515,10.295219
18642,0.2602079510688782,11.528685
18643,0.2821901142597198,9.529621
18644,0.304059624671936,8.988165
18645,0.1729664802551269,10.025534
18646,0.0976526886224746,10.344498
18647,0.211626261472702,9.286099
18648,0.0158792324364185,11.506418
18649,0.4358079433441162,12.401725
18650,0.1006693691015243,11.884273
18651,0.2299650758504867,9.097401
18652,0.0803336575627327,9.507375
18653,0.0898801460862159,9.14275
18654,0.1895573437213897,9.253774
18655,0.148227572441101,10.662844
18656,0.0376550294458866,11.257542
18657,0.1239671260118484,8.831487
18658,0.1352448165416717,9.795128
18659,0.0073149120435118,11.767642
18660,0.1269171833992004,9.815997
18661,0.1133582219481468,8.754684
18662,0.0093001201748847,13.120828
18663,0.1616949141025543,11.021662
18664,0.0719737410545349,11.0959425
18665,0.1694990247488021,10.150955
18666,0.0358219742774963,10.068367
18667,0.0250413492321968,10.518511
18668,0.0351773910224437,10.464764
18669,0.0214677285403013,10.566344
18670,0.0173722393810749,11.163465
18671,0.0432095415890216,9.731197
18672,0.0297457166016101,11.987884
18673,0.087347462773323,9.356929
18674,0.0228211283683776,12.062774
18675,0.017649870365858,11.969492
18676,0.3355812132358551,11.872305
18677,1.198952317237854,9.639137
18678,0.2124731093645095,9.610975
18679,0.0717022866010665,10.215494
18680,0.307405948638916,12.00098
18681,0.2113317400217056,10.894296
18682,0.04364625364542,11.88419
18683,0.0960651412606239,9.981739
18684,0.0449900552630424,10.378946
18685,0.3036048114299774,11.379999
18686,0.1485295444726944,12.9201355
18687,0.0795105546712875,9.933641
18688,0.0422376468777656,10.191888
18689,0.0694111213088035,9.783652
18690,0.0307271722704172,13.211116
18691,0.1172170415520668,10.320181
18692,0.0405240356922149,11.030548
18693,0.0696644186973571,10.053057
18694,0.0125441290438175,12.537819
18695,0.0194174610078334,11.15441
18696,0.0901302844285965,9.648852
18697,0.0591092556715011,11.779827
18698,0.0831474959850311,9.575145
18699,0.2390484511852264,11.914207
18700,0.3394871950149536,10.127195
18701,0.1637677699327469,9.509211
18702,0.0666810423135757,10.411849
18703,0.0751467198133468,9.616093
18704,0.1781668961048126,10.619396
18705,0.0770215094089508,10.55908
18706,0.0332629904150962,10.819846
18707,0.0147817460820078,15.171768
18708,0.1408550292253494,9.294008
18709,0.0463688485324382,9.742826
18710,0.3520200252532959,13.981064
18711,0.0498464293777942,12.243542
18712,0.2648850977420807,11.098712
18713,0.0935068950057029,9.970093
18714,0.184491828083992,11.565355
18715,0.2738038599491119,9.114374
18716,0.2361236214637756,10.60257
18717,0.0715855285525322,10.343449
18718,0.0759952217340469,10.988581
18719,0.0164809357374906,11.603661
18720,0.2347178310155868,11.482976
18721,0.1236433088779449,12.13846
18722,0.4018992781639099,9.56629
18723,0.517045259475708,9.208194
18724,0.3697902858257293,11.728996
18725,0.3443084955215454,11.940097
18726,0.2995920777320862,11.558872
18727,0.2098118960857391,9.449463
18728,0.1373583227396011,11.018361
18729,0.1007748991250991,10.731244
18730,0.0216069221496582,13.089382
18731,0.1761158108711242,10.411631
18732,0.2754047214984894,8.914971
18733,0.0559622608125209,10.050304
18734,0.0849776342511177,10.933562
18735,0.0866453573107719,10.757492
18736,0.0464771091938018,10.088429
18737,0.2376351058483123,12.661833
18738,0.0784965008497238,12.629366
18739,0.2438580840826034,9.126009
18740,0.0154969217255711,11.109718
18741,0.083430178463459,10.737499
18742,0.0366632901132106,11.087517
18743,0.1716839075088501,12.074032
18744,0.021199595183134,14.04463
18745,0.2366305142641067,12.108738
18746,0.065460093319416,11.619366
18747,0.2264382988214492,10.633266
18748,0.0979970395565033,11.408018
18749,0.0206076353788375,12.132257
18750,0.1565723717212677,9.479963
18751,0.2238623648881912,10.306564
18752,0.8997622132301331,13.632523
18753,0.3436955511569977,13.822276
18754,0.2504933476448059,9.920086
18755,0.2557802498340606,9.941815
18756,0.0778579860925674,11.7284355
18757,0.0538080930709838,10.881337
18758,0.0930817872285842,11.151292
18759,0.3437093496322632,8.168475
18760,0.0514768324792385,8.9119425
18761,0.6846135258674622,15.817437
18762,0.1008875966072082,16.431301
18763,0.5503274202346802,11.927513
18764,0.0908224359154701,10.800667
18765,0.6895520687103271,13.5649805
18766,0.3049443364143371,12.253466
18767,0.2726504206657409,9.775742
18768,0.2692829966545105,8.822163
18769,0.1841393113136291,10.4694805
18770,0.054499365389347,12.6368885
18771,0.0918922424316406,9.915103
18772,0.007034245878458,13.141275
18773,0.1958715617656707,10.745165
18774,0.0291697811335325,14.320826
18775,0.1474817842245102,11.739056
18776,0.1095370054244995,8.982061
18777,0.1061937734484672,11.435787
18778,0.0194384641945362,11.558502
18779,0.0851079076528549,10.287831
18780,0.0746765360236167,13.594923
18781,0.3133120834827423,6.705158
18782,0.7026431560516357,15.287372
18783,0.6001521348953247,12.668575
18784,0.0562107414007186,8.985089
18785,0.2286606878042221,8.231164
18786,0.7289201021194458,13.835991
18787,0.0567775145173072,12.934954
18788,1.2839972972869873,9.847596
18789,0.0866878926753997,9.642222
18790,0.834261953830719,12.275471
18791,0.8713205456733704,10.486748
18792,0.2438642382621765,9.007854
18793,0.3613668978214264,10.301018
18794,0.1133349761366844,9.928729
18795,0.5679219365119934,13.4934435
18796,1.0924913883209229,8.656986
18797,0.1463907361030578,9.806425
18798,0.4229167103767395,11.1794405
18799,0.3153181970119476,9.771864
18800,0.254653126001358,7.8796477
18801,0.1237551122903823,9.000221
18802,0.0082954112440347,11.746511
18803,0.1797033250331878,8.543621
18804,0.0847004875540733,11.637722
18805,0.132002368569374,10.1158285
18806,0.061592198908329,11.481823
18807,0.2453222870826721,10.2914295
18808,0.164814755320549,8.5256195
18809,0.0688368901610374,10.077412
18810,0.1001280397176742,9.273372
18811,0.0052378699183464,14.063201
18812,0.0773529782891273,10.825476
18813,0.0412917025387287,12.683636
18814,0.2673275470733642,7.869657
18815,0.0466093532741069,8.916199
18816,0.4348953366279602,10.640888
18817,0.1240144968032836,11.427945
18818,0.3184225559234619,10.77951
18819,0.1594220846891403,10.720583
18820,0.086710587143898,11.290033
18821,0.1229374334216117,9.693329
18822,0.0486443154513835,10.2177305
18823,0.0613551214337348,10.627675
18824,0.074630431830883,10.296281
18825,0.075071170926094,10.284586
18826,0.0504699125885963,10.214851
18827,0.1568804681301117,8.6836815
18828,0.0716476067900657,9.326127
18829,0.2516971230506897,9.68192
18830,0.1397191733121872,11.051767
18831,0.1449554860591888,12.920494
18832,0.0492346957325935,11.004402
18833,0.0541341565549373,10.88381
18834,0.0591947995126247,9.969854
18835,0.0746136531233787,11.422247
18836,0.1155139207839965,9.832604
18837,0.0215714871883392,11.794957
18838,0.2088570147752761,11.410044
18839,0.1661123931407928,12.100657
18840,0.0341157838702201,11.253422
18841,0.052780695259571,9.929045
18842,0.0794899612665176,10.586208
18843,0.0736099258065223,11.063894
18844,0.0048252693377435,12.707634
18845,0.043632935732603,10.809484
18846,0.007982263341546,13.732191
18847,0.0248656887561082,12.856602
18848,0.1323227286338806,10.95503
18849,0.0969349443912506,10.377791
18850,0.0570935010910034,10.151683
18851,0.0782835558056831,8.750898
18852,0.0243951119482517,10.62343
18853,0.0097125964239239,13.377523
18854,0.1563950031995773,11.227383
18855,0.1639283001422882,10.312947
18856,0.0590116009116172,12.663881
18857,0.0050385701470077,12.169662
18858,0.0380668342113494,10.312748
18859,0.0466165207326412,11.384718
18860,0.3778501749038696,15.332747
18861,1.2335212230682373,11.397137
18862,0.2149689346551895,10.591028
18863,0.1731871366500854,9.722464
18864,0.1678297370672226,10.659049
18865,0.1520731449127197,11.155326
18866,0.5499475598335266,7.1244965
18867,0.3766738176345825,10.379652
18868,0.0378405228257179,11.188789
18869,0.1363542526960373,10.506275
18870,0.0732265412807464,11.269413
18871,0.0463293530046939,12.875658
18872,0.0470014810562133,10.368347
18873,0.0268220752477645,11.186626
18874,0.1643253862857818,9.426526
18875,0.028935944661498,10.90604
18876,0.3518364727497101,12.147577
18877,0.5296741127967834,9.64116
18878,0.1928019970655441,10.0265
18879,0.0061287744902074,13.51768
18880,0.2424745708703994,10.441528
18881,0.0625072419643402,8.809028
18882,0.1569728404283523,10.0987625
18883,0.0422731563448905,11.235462
18884,0.0342954024672508,11.350349
18885,0.2079610228538513,8.69118
18886,0.2222353965044021,11.598364
18887,0.1691119819879531,12.039376
18888,0.0379986390471458,12.272186
18889,0.0938659533858299,10.28602
18890,0.0881434008479118,12.061798
18891,0.0955885425209999,10.097278
18892,0.1770911216735839,10.95594
18893,0.1134432777762413,10.354284
18894,0.0544440262019634,11.783531
18895,0.1410926282405853,9.948338
18896,0.1516043096780777,9.447601
18897,0.0834145322442054,10.41966
18898,0.1310613304376602,11.336529
18899,0.0427367314696311,14.893415
18900,0.0779963657259941,10.994239
18901,0.3139868378639221,9.705826
18902,0.0852531641721725,9.373346
18903,0.1810562163591385,11.326971
18904,0.0361194312572479,13.039625
18905,0.0761826336383819,12.302556
18906,0.1911378800868988,12.231437
18907,0.0933078601956367,12.78709
18908,0.0199175253510475,13.183376
18909,0.1182795017957687,10.881585
18910,0.3468174338340759,8.789408
18911,0.138168603181839,10.979027
18912,0.3179727792739868,13.303898
18913,0.1169281527400016,12.349743
18914,0.6088905334472656,8.844095
18915,0.3937796354293823,10.621326
18916,0.1898355484008789,10.215451
18917,0.1686193645000457,10.354401
18918,0.0292522218078374,13.313063
18919,0.101956196129322,11.063665
18920,0.1377497166395187,10.916208
18921,0.0703498795628547,9.328517
18922,0.0592145062983036,11.0479555
18923,0.2659459710121155,12.121077
18924,0.5365257263183594,8.9233885
18925,0.018718734383583,10.675383
18926,0.1890540122985839,11.422422
18927,0.1247695982456207,11.335251
18928,0.1203089952468872,11.85203
18929,0.2311937808990478,9.504234
18930,0.3743245005607605,10.318571
18931,0.0218836851418018,11.863073
18932,0.2037758827209472,12.557574
18933,0.0390471965074539,9.813365
18934,0.2667227983474731,10.8813
18935,0.111259639263153,11.154578
18936,0.3788377344608307,7.2613764
18937,0.7652128338813782,14.475881
18938,0.1412835121154785,11.112578
18939,0.1685759425163269,10.701393
18940,0.2248043417930603,10.217492
18941,0.8862901329994202,13.293718
18942,0.0297949388623237,15.1142845
18943,0.4729269742965698,10.340214
18944,0.1031437516212463,7.862711
18945,0.2339305877685547,9.7391815
18946,0.095444455742836,9.943114
18947,0.054361056536436,12.12035
18948,0.1126591265201568,9.878596
18949,0.0057697799056768,13.453627
18950,0.1323357671499252,9.956436
18951,0.352037101984024,6.9409943
18952,0.4285078942775726,10.666136
18953,0.0353490822017192,11.773161
18954,0.2294800579547882,11.250031
18955,0.1897345185279846,9.900204
18956,0.0303785167634487,8.482004
18957,0.6563812494277954,12.124849
18958,0.1128470972180366,12.577288
18959,0.3072806596755981,8.503597
18960,0.1263939291238784,9.414091
18961,0.0338277295231819,11.134432
18962,0.3560490012168884,7.6560416
18963,0.2699482440948486,9.239283
18964,0.213825911283493,10.242321
18965,0.0935432165861129,11.992017
18966,0.1420736759901046,10.335651
18967,0.2319423258304596,7.6159444
18968,0.5232759714126587,10.142219
18969,0.0922546535730362,10.725764
18970,0.1477778106927871,11.978674
18971,0.1224549114704132,8.761314
18972,0.0575311370193958,9.539468
18973,0.1565779745578766,9.332795
18974,0.0866134762763977,9.252916
18975,0.0210485104471445,11.310688
18976,0.0798770934343338,9.494854
