,discriminator,Generator
312,0.027854197,11.443014
313,0.032398984,12.063274
314,0.01785335,12.013851
315,0.02308283,12.419231
316,0.38046545,13.843681
317,1.0050515,12.919028
318,0.13445607,8.58958
319,0.06603399,10.790013
320,0.0693353,11.709263
321,0.17978425,12.602226
322,0.0627349,13.853994
323,0.1801459,10.157352
324,0.22111425,12.567789
325,0.28594774,12.744907
326,0.09815054,12.562115
327,0.014084287,13.88455
328,0.028170116,12.68874
329,0.037197303,12.360744
330,0.008883839,13.591335
331,0.010109319,11.865351
332,0.02193379,11.791765
333,0.008730156,13.244737
334,0.010109227,13.205488
335,0.017401652,10.959106
336,0.0074408576,14.726774
337,0.009725172,15.455241
338,0.008529379,14.718544
339,0.008644537,13.831825
340,0.0078117945,13.257105
341,0.00803467,12.793543
342,0.00821186,12.264961
343,0.0075499592,12.070251
344,0.008576006,12.290396
345,0.00887669,12.673825
346,0.009217949,11.432307
347,0.0076944334,12.0822525
348,0.0070771137,12.380415
349,0.009322923,11.709642
350,0.024521986,11.606854
351,0.005907907,14.941557
352,0.0071509937,14.701359
353,0.0075694,14.3429165
354,0.0073533664,14.150221
355,0.005608542,14.847987
356,0.0073719304,13.303549
357,0.007711285,13.652849
358,0.0061582103,12.869902
359,0.006806968,13.052265
360,0.006675104,12.097024
361,0.0072441995,12.293573
362,0.01092877,12.874873
363,0.0061533917,12.143401
364,0.011353318,11.278332
365,0.00577623,12.7273655
366,0.0061834427,12.978962
367,0.0052115354,15.656336
368,0.0052745747,13.314071
369,0.0070732995,12.255975
370,0.005170775,11.959497
371,0.05833537,12.081869
372,0.006669894,14.543814
373,0.006954468,14.775199
374,0.0071512572,14.883384
375,0.0063813627,14.4015465
376,0.011955831,13.613268
377,0.014247169,12.433895
378,0.0060961233,12.584817
379,0.006006604,14.000069
380,0.006180751,12.671872
381,0.009480767,11.454475
382,0.0052013253,14.029607
383,0.006170013,14.5200205
384,0.0041827518,15.189308
385,0.009117067,13.746031
386,0.011998642,11.734729
387,0.0047807163,12.86924
388,0.0043380763,12.844183
389,0.0059013315,11.464071
390,0.0050095664,13.021116
391,0.005555545,12.905466
392,0.0049495487,12.208896
393,0.004235165,14.717259
394,0.005322193,12.331679
395,0.0041693663,14.241937
396,0.0045904554,12.99046
397,0.0080366265,11.544461
398,0.005681634,12.307456
399,0.0055223526,12.087364
400,0.0035598436,13.43199
401,0.004335422,13.624186
402,0.005114734,11.66814
403,0.0047676316,12.474915
404,0.0070807245,11.909412
405,0.0036200876,13.373433
406,0.0043641566,13.236456
407,0.0039135385,13.751835
408,0.004134821,13.422364
409,0.0039064996,13.36779
410,0.0037547576,13.497576
411,0.0036960512,13.526317
412,0.0044636093,12.342538
413,0.006397529,11.835161
414,0.004147982,11.3566065
415,0.004285667,12.497069
416,0.0047096172,12.162453
417,0.018797249,12.424193
418,0.004390071,13.776926
419,0.004478447,14.469866
420,0.004015464,14.773884
421,0.004775867,13.875004
422,0.0047697118,12.974064
423,0.006879417,11.882444
424,0.007367731,11.538744
425,0.008431757,10.84053
426,0.016746007,11.299725
427,0.010404826,13.302111
428,0.01204477,13.17565
429,0.07466607,13.873914
430,0.04384172,13.699896
431,0.004759609,15.445843
432,0.01214812,13.959034
433,0.02129958,12.454596
434,0.003993365,13.576874
435,0.0039352244,13.215607
436,0.01347021,11.417114
437,0.0037151037,15.237366
438,0.0037256097,16.321312
439,0.0044323346,15.231009
440,0.0039072996,16.200521
441,0.0035931796,14.668978
442,0.0035572145,14.078185
443,0.0036627557,13.920241
444,0.003176265,14.285198
445,0.0034828645,13.814419
446,0.0041064788,13.843454
447,0.0029707495,13.602532
448,0.004614927,13.056955
449,0.0036020991,12.814495
450,0.0035077722,13.389988
451,0.003134996,14.171488
452,0.0036908183,12.365355
453,0.0034028809,13.622975
454,0.0032604747,13.326298
455,0.0036608211,12.91427
456,0.003598498,12.351163
457,0.0028108917,13.4813385
458,0.0038289423,12.628857
459,0.0034599155,12.778284
460,0.003305986,12.801378
461,0.0029737642,13.368105
462,0.003105168,13.115737
463,0.0031409322,13.394254
464,0.006085994,11.855473
465,0.0036100447,13.73027
466,0.0030543017,13.965797
467,0.0029123602,13.644472
468,0.0027605148,13.733064
469,0.002952654,13.141682
470,0.0033391363,12.560432
471,0.0031639235,12.539845
472,0.003735044,12.36466
473,0.0033220272,14.420961
474,0.0042051305,12.404753
475,0.0035602234,12.17193
476,0.004105847,11.751743
477,0.0040432527,13.128081
478,0.0035364,13.334765
479,0.0052698837,12.027271
480,0.004176159,14.146094
481,0.0034001945,13.2970085
482,0.003856949,13.440744
483,0.003342496,13.860645
484,0.003475143,13.134446
485,0.0045052078,12.499171
486,0.0030751834,13.462067
487,0.0033807172,13.561679
488,0.0046537356,13.215076
489,0.003365391,13.857876
490,0.0029451936,13.614412
491,0.0035564157,14.103931
492,0.0030219741,13.594637
493,0.006564057,11.621377
494,0.0028979636,14.666453
495,0.0034816235,14.104055
496,0.0026391014,14.643562
497,0.0036678128,14.109463
498,0.002929341,13.613407
499,0.0027552075,14.945077
500,0.0026556016,13.676372
501,0.0032390347,11.704324
502,0.0029466518,13.628507
503,0.0030846626,12.253725
504,0.0033353635,12.69255
505,0.0027644183,12.6928005
506,0.0037022918,12.610362
507,0.0042233234,12.087057
508,0.003015798,13.18485
509,0.0026000724,13.310476
510,0.003168865,13.472773
511,0.003599259,12.137909
512,0.003442875,12.408375
513,0.002626922,14.431334
514,0.0028142836,13.717789
515,0.0033942978,12.22986
516,0.011949172,11.8917675
517,0.0026741715,13.74048
518,0.0028460077,14.812797
519,0.0031406155,14.521438
520,0.0028721648,14.38488
521,0.0029562765,13.563344
522,0.0028064598,14.033164
523,0.002818245,13.321107
524,0.0025364351,14.153604
525,0.0023163478,13.29171
526,0.0026130965,13.29517
527,0.0025245487,14.172391
528,0.0030958639,14.27485
529,0.0029290318,12.422184
530,0.0024458067,12.56294
531,0.0040354934,12.712362
532,0.0029583238,12.486898
533,0.004852348,11.898261
534,0.003032755,12.171371
535,0.0029650792,13.025906
536,0.002421785,14.388643
537,0.0026704543,13.390432
538,0.0029996282,12.499357
539,0.003402706,12.733038
540,0.002739151,13.35532
541,0.0026670657,13.440374
542,0.0038503432,12.1522255
543,0.004565181,13.004993
544,0.00292484,15.264246
545,0.0025849987,12.742539
546,0.0025509156,12.9250965
547,0.0025520779,13.024379
548,0.0023322408,13.65341
549,0.0043732757,13.166484
550,0.0034937593,13.644157
551,0.0025473367,14.534086
552,0.0026417747,14.140005
553,0.0024574427,13.475278
554,0.0026382315,13.361305
555,0.0025573473,14.473792
556,0.0032425085,12.748348
557,0.00334895,12.539325
558,0.0025125213,13.573127
559,0.0022004144,14.870354
560,0.0023456386,14.70939
561,0.0025621592,13.803689
562,0.002138807,13.221668
563,0.002592408,13.02947
564,0.002363231,12.5866585
565,0.0044111963,11.457432
566,0.0021737851,13.90747
567,0.0023512205,14.566191
568,0.0023302927,13.535191
569,0.0022116778,13.2962265
570,0.0021368868,14.003977
571,0.002108425,14.124655
572,0.0021811728,12.688601
573,0.0036025657,12.138579
574,0.0025202744,13.793041
575,0.003346938,12.274673
576,0.0024890103,13.540464
577,0.0026067153,13.330548
578,0.006538159,11.941029
579,0.0026496495,15.582515
580,0.0026182346,15.872461
581,0.0023423806,15.814348
582,0.002165687,15.941405
583,0.0025278663,14.669868
584,0.001994235,15.18985
585,0.0019048552,15.747049
586,0.002059011,14.124426
587,0.0022628405,15.293174
588,0.0021673758,13.720091
589,0.0020934585,13.944309
590,0.0022357702,12.518822
591,0.0019429682,14.023356
592,0.0027522957,12.197016
593,0.002308511,13.052657
594,0.0026601604,13.1017685
595,0.0026592524,14.308779
596,0.0020372053,12.651315
597,0.001934608,13.035627
598,0.002247733,12.456749
599,0.0022411984,12.521053
600,0.0019985095,13.719349
601,0.002133463,13.692628
602,0.0020077662,14.381823
603,0.0024138005,12.279893
604,0.0020546473,13.406487
605,0.006273434,12.506407
606,0.0018206935,15.710428
607,0.0019509275,14.467945
608,0.0022257366,15.244207
609,0.0018266322,14.259041
610,0.0019415723,14.308915
611,0.001989539,14.940258
612,0.0023444477,12.821499
613,0.002005131,13.82184
614,0.0019007176,13.311716
615,0.001831485,13.414757
616,0.0017061103,13.282625
617,0.0055010314,11.513043
618,0.0025364165,14.565172
619,0.002170061,17.287487
620,0.0022527608,15.5572195
621,0.0024646863,15.872429
622,0.0019814381,15.544575
623,0.0016578923,15.355362
624,0.0016491415,15.043398
625,0.0018321623,14.158226
626,0.0018367036,15.206413
627,0.0016727627,14.448082
628,0.0018860368,13.674301
629,0.0025685376,12.600073
630,0.0021739858,12.8401785
631,0.0016410293,13.372144
632,0.0019334701,13.483549
633,0.0020996877,13.455561
634,0.0023900638,14.164254
635,0.0022617984,14.035679
636,0.0019735943,15.440783
637,0.0028805295,13.400957
638,0.0023093908,13.665812
639,0.0022455445,12.984816
640,0.001762344,14.11785
641,0.00193101,14.12287
642,0.001977801,14.315376
643,0.001949,13.939295
644,0.002308478,12.619687
645,0.0017736631,13.549225
646,0.0020438689,13.419218
647,0.0017077972,13.715509
648,0.0020115953,12.6625595
649,0.0017355098,13.9182415
650,0.0018520476,14.284771
651,0.0018820699,13.360748
652,0.0022394108,13.110513
653,0.0024913228,12.22962
654,0.0019847485,12.9638405
655,0.0024897028,13.816133
656,0.017850073,11.288116
657,0.0021579699,14.460244
658,0.0034429366,15.637703
659,0.0035497244,15.737732
660,0.0021968575,16.758465
661,0.0020337852,15.132841
662,0.00272843,14.139301
663,0.0021900148,14.225779
664,0.00168859,15.283692
665,0.0022433256,13.32246
666,0.0026575243,13.552567
667,0.0018668118,14.030084
668,0.0044804607,12.94519
669,0.0020035855,13.786901
670,0.0016477377,14.089567
671,0.0018275484,12.553961
672,0.0019511059,12.369374
673,0.0018260998,13.348909
674,0.0018219082,15.404261
675,0.0018096927,13.787504
676,0.0024107746,12.477408
677,0.0016880636,13.042568
678,0.0016970157,13.432545
679,0.0017157632,13.179047
680,0.0015776369,12.919457
681,0.0018862265,12.656403
682,0.0016694376,13.239193
683,0.0016159142,14.392132
684,0.0016106176,12.767263
685,0.0023539248,12.80814
686,0.0018065253,13.405945
687,0.0018836427,13.2401905
688,0.0016960647,13.138071
689,0.0049303793,11.861927
690,0.0017378193,15.800273
691,0.0016212347,15.991009
692,0.0024329564,16.195698
693,0.0021589596,14.893167
694,0.0021138494,14.337182
695,0.0017724542,14.300842
696,0.0016977057,14.202946
697,0.0021120405,13.405238
698,0.0015012446,14.253944
699,0.0017525539,14.093761
700,0.0018422169,12.635771
701,0.0016233664,14.89681
702,0.0014953725,13.38599
703,0.0014629042,13.00639
704,0.0020490603,12.483925
705,0.0018193797,13.069994
706,0.0013505251,13.000342
707,0.0014783887,13.949589
708,0.002276141,12.596014
709,0.0016964392,13.215645
710,0.00190849,12.909063
711,0.0021070153,13.3740635
712,0.0016872075,13.548204
713,0.0019344739,13.688148
714,0.015636146,13.812212
715,0.0015332443,16.075647
716,0.0025147628,16.326773
717,0.0026321695,17.238928
718,0.0026417505,15.631632
719,0.0021712123,15.892767
720,0.0026490083,15.004133
721,0.0022314773,14.195187
722,0.0024807316,14.716177
723,0.0015506829,14.53644
724,0.001989869,13.947362
725,0.0016234257,15.743502
726,0.0013812165,13.788723
727,0.0018916558,13.138339
728,0.0013178587,14.742043
729,0.001887935,13.2089615
730,0.0013393546,13.503052
731,0.0017201909,13.671333
732,0.0015058722,13.852112
733,0.0019697691,13.251358
734,0.0017591687,14.046315
735,0.0022625467,12.915603
736,0.0015643152,14.586678
737,0.0019464544,13.790689
738,0.0014937441,13.934742
739,0.0014891275,15.036614
740,0.0017126431,13.190633
741,0.0014831563,14.118992
742,0.002106274,12.631457
743,0.0015175694,14.276093
744,0.0016910867,13.8850155
745,0.0017485558,13.79859
746,0.0016882403,14.153624
747,0.0015691014,13.355383
748,0.010606425,11.4493265
749,0.0017621745,14.442278
750,0.0017850624,14.728231
751,0.0022225599,14.581546
752,0.004760384,12.778171
753,0.0027169846,16.99279
754,0.0019137545,15.983763
755,0.0014116417,15.547865
756,0.0029140103,14.263367
757,0.0018390405,14.25881
758,0.0016998926,14.395231
759,0.0034107775,12.969534
760,0.001361388,14.721874
761,0.00402628,12.765984
762,0.0024136654,13.796343
763,0.0015391681,14.594732
764,0.0016955672,14.069756
765,0.0012592843,15.194765
766,0.0018257876,14.235837
767,0.0013306334,14.40991
768,0.0013248118,14.292452
769,0.0014495444,14.111565
770,0.0027829946,13.458421
771,0.0015992005,14.776022
772,0.0014466718,15.284619
773,0.0018418177,15.343331
774,0.0016995284,14.99222
775,0.0018853073,14.5694275
776,0.0015781878,14.259455
777,0.0012306779,14.073805
778,0.0012099964,14.250946
779,0.0011298266,13.596048
780,0.0012950337,13.410055
781,0.0012929151,13.373694
782,0.0016105173,12.589837
783,0.0021381257,12.512992
784,0.0015746385,13.791458
785,0.0013796842,14.5108185
786,0.0013119802,14.608173
787,0.0012931427,13.991103
788,0.0012884863,14.507694
789,0.0014849894,13.6151705
790,0.0023997184,12.3008585
791,0.0017288103,14.357746
792,0.0013838976,13.693689
793,0.0022887737,13.119028
794,0.0020283184,13.577859
795,0.0018067192,14.087059
796,0.0012852447,14.633502
797,0.00141637,13.821203
798,0.0013019894,13.666456
799,0.0014802201,13.711445
800,0.0016228347,13.378568
801,0.0014121917,13.147078
802,0.0017674192,13.463389
803,0.0013172571,14.29352
804,0.0014582756,13.579221
805,0.0015204719,14.463728
806,0.0018116564,13.149881
807,0.0020001503,13.576977
808,0.015580643,13.261379
809,0.0058757644,15.181913
810,0.005427189,15.873679
811,0.002307103,15.633772
812,0.0021732673,15.496052
813,0.00688056,13.019059
814,0.0034058248,13.96488
815,0.021810682,14.992979
816,0.002708238,16.442429
817,0.0034693147,16.243618
818,0.04217687,14.37409
819,0.010654528,14.925867
820,0.029445728,13.520857
821,0.33099613,15.145739
822,3.650719,11.269741
823,2.0786557,7.752243
824,0.90909255,6.992349
825,1.2828641,8.265808
826,1.2897083,7.6056175
827,0.75795513,7.8224945
828,0.71985394,7.237502
829,0.69857377,6.2635574
830,0.53691524,7.5568414
831,0.5180156,6.742164
832,0.45089978,7.817637
833,0.41119292,8.343723
834,0.41920304,7.7568383
835,0.3825488,7.800376
836,0.3882523,7.500298
837,0.4210289,7.409029
838,0.5150285,8.403472
839,0.43104035,10.077372
840,0.5201703,6.6368966
841,0.4316275,6.8170877
842,0.4172724,8.050814
843,0.33150017,8.424586
844,0.3770923,8.161057
845,0.49688658,8.652596
846,0.9567669,8.778216
847,0.8914748,7.1396685
848,0.59751767,7.450001
849,0.52659124,9.147436
850,0.42044193,9.137238
851,0.3042135,9.056661
852,0.43235457,7.3495984
853,0.5049565,9.248105
854,0.37330735,8.915548
855,0.34116387,9.7357235
856,0.41692668,8.749041
857,0.4734945,10.488286
858,0.60103387,8.204044
859,0.6155227,8.980264
860,0.44860536,8.615476
861,0.55601186,8.603775
862,0.5971048,8.431746
863,0.6291431,8.618378
864,0.4686419,9.000446
865,0.3391405,9.741071
866,0.25389814,10.243208
867,0.6887156,7.7822466
868,0.672682,10.71748
869,0.7248828,9.148386
870,0.4643727,9.333044
871,0.4767399,10.62501
872,0.6434543,8.074556
873,0.44701162,9.724219
874,0.48235577,8.794475
875,0.9211785,10.150122
876,0.87313515,8.876465
877,0.540633,7.3144765
878,0.5145146,7.666411
879,0.518564,7.613434
880,0.47346178,8.409988
881,0.3748576,9.182642
882,0.4292689,8.978401
883,0.41547018,8.963753
884,0.33893102,9.941337
885,0.490692,9.265587
886,0.559785,11.046809
887,0.61057705,8.798252
888,0.3836539,9.928644
889,0.3505109,9.541881
890,0.31605846,10.547484
891,0.20627788,9.099169
892,0.21409307,8.970108
893,0.46395507,10.832527
894,0.28939745,10.848896
895,0.112160705,11.563091
896,0.114412814,10.426658
897,0.5757166,12.817011
898,1.5683097,9.75238
899,0.54222256,8.743308
900,0.556749,8.602122
901,0.53576654,9.19836
902,0.19968778,11.1368885
903,0.1290519,10.925064
904,0.3270696,8.236554
905,0.07263014,10.624409
906,0.03940978,10.890972
907,0.05221098,10.708559
908,0.05133081,10.256968
909,0.11655356,10.326092
910,0.06189039,11.560927
911,0.048147455,11.507572
912,0.06939017,11.14432
913,0.042893454,10.936178
914,0.29202008,12.733839
915,1.3456079,8.928599
916,0.3085893,8.743889
917,0.74310964,8.88056
918,0.82141113,9.093724
919,0.19019404,9.196395
920,0.61521256,11.396748
921,0.54243094,9.822128
922,0.42671627,10.143453
923,0.24455874,10.105236
924,0.29204628,9.397912
925,0.118565395,11.06065
926,0.31708494,11.2992935
927,0.5752388,9.624558
928,0.047546357,9.6999655
929,0.11897774,10.51823
930,1.0400666,12.385077
931,1.7524362,10.30769
932,1.0508139,8.763837
933,0.65206575,7.552991
934,0.73833287,8.458008
935,0.4882537,9.742899
936,0.5349354,7.7117243
937,0.48460937,7.909094
938,0.5141165,8.531875
939,0.4855286,8.257257
940,0.44611335,9.375746
941,0.4444329,7.985592
942,0.55300575,8.225731
943,0.49975264,8.140869
944,0.40231404,9.307879
945,0.37707785,8.053968
946,0.49563503,8.765266
947,0.59869295,7.2977757
948,0.50615156,7.7326813
949,0.6273515,7.464731
950,0.5043326,8.921336
951,0.42926586,8.511919
952,0.54220825,8.234562
953,0.40353513,10.355877
954,0.37551814,9.820143
955,0.44255954,9.142438
956,0.4202388,9.852245
957,0.6347914,9.5725
958,0.80553627,9.815481
959,0.4303261,9.037888
960,0.5680678,9.138404
961,0.29901892,10.2973385
962,0.43369406,8.855961
963,0.19979873,9.779809
964,0.2938708,9.165465
965,0.40080377,10.090857
966,0.11882719,11.4983015
967,0.31078172,9.040308
968,0.12564155,9.513569
969,0.48029676,9.886797
970,0.4205672,10.234117
971,0.14945002,9.170188
972,0.5811365,9.581501
973,0.5930135,10.273385
974,0.08931797,9.966602
975,0.12267728,10.794102
976,0.19143344,11.082726
977,0.22879945,12.610132
978,0.30599383,10.820236
979,0.07333229,11.397598
980,0.3049878,10.825528
981,0.05609053,11.823214
982,0.089405134,11.951188
983,0.10456899,11.322053
984,0.083224446,12.921064
985,0.20779152,10.745638
986,0.01949444,12.146351
987,0.029659757,11.304442
988,0.022495404,10.486017
989,0.022569053,11.529924
990,0.026049376,10.52952
991,0.040681016,11.032648
992,0.20408104,11.554428
993,0.16258207,13.064405
994,0.10378522,12.35236
995,0.06779555,14.141651
996,0.014255687,14.195274
997,0.045790054,12.7338
998,0.016025422,13.024813
999,0.015467017,11.334904
1000,0.009000944,12.00383
1001,0.0064459937,11.693893
1002,0.0072185816,11.473224
1003,0.00602797,11.937199
1004,0.0065542776,11.797529
1005,0.008304438,11.069332
1006,0.08184191,11.634195
1007,0.019717423,13.943059
1008,0.018042807,13.809565
1009,0.007299152,14.046828
1010,0.004876148,14.184144
1011,0.010944501,13.297146
1012,0.0047692284,12.753805
1013,0.011042864,12.369523
1014,0.01592142,11.553436
1015,0.0044419593,13.193918
1016,0.0069473237,11.767336
1017,0.0062331525,11.8402405
1018,0.0050360877,12.203171
1019,0.004072616,12.346519
1020,0.0074274456,11.036651
1021,0.0031778729,13.730114
1022,0.0041041328,11.572051
1023,0.0034384173,13.002695
1024,0.003875966,12.886166
1025,0.008292038,11.698054
1026,0.0052674115,11.967514
1027,0.0057322653,13.449907
1028,0.023281276,11.558607
1029,0.0062664645,13.313251
1030,0.0052795187,14.274901
1031,0.005005021,13.750706
1032,0.007178572,12.851885
1033,0.004849204,13.780086
1034,0.0039659506,13.377506
1035,0.0061888318,12.292291
1036,0.0046317047,12.6314
1037,0.006215683,12.07835
1038,0.007366349,12.433589
